reporter_slug,baseline,absolute:all gates:looser,absolute:all gates:tighter,absolute:recoverability_min:looser,absolute:recoverability_min:tighter,absolute:magnitude_spearman_min:looser,absolute:magnitude_spearman_min:tighter,absolute:top5pct_quantitative_min:looser,absolute:top5pct_quantitative_min:tighter,absolute:top5pct_ranking_min:looser,absolute:top5pct_ranking_min:tighter,absolute:reliability_min:looser,absolute:reliability_min:tighter,absolute:measurement_recoverability_max_exclusive:looser,absolute:measurement_recoverability_max_exclusive:tighter,absolute:variance_ratio_min:looser,absolute:variance_ratio_min:tighter,absolute:variance_ratio_max:looser,absolute:variance_ratio_max:tighter,relative:all gates:looser,relative:all gates:tighter,relative:recoverability_min:looser,relative:recoverability_min:tighter,relative:magnitude_spearman_min:looser,relative:magnitude_spearman_min:tighter,relative:top5pct_quantitative_min:looser,relative:top5pct_quantitative_min:tighter,relative:top5pct_ranking_min:looser,relative:top5pct_ranking_min:tighter,relative:reliability_min:looser,relative:reliability_min:tighter,relative:measurement_recoverability_max_exclusive:looser,relative:measurement_recoverability_max_exclusive:tighter,relative:variance_ratio_min:looser,relative:variance_ratio_min:tighter,relative:variance_ratio_max:looser,relative:variance_ratio_max:tighter
caspase_activity_cellevent-caspase_live-cell_dye,measurement_required,unresolved,not_identifiable,measurement_required,measurement_required,measurement_required,measurement_required,measurement_required,measurement_required,measurement_required,measurement_required,measurement_required,not_identifiable,unresolved,measurement_required,measurement_required,measurement_required,measurement_required,measurement_required,unresolved,not_identifiable,measurement_required,measurement_required,measurement_required,measurement_required,measurement_required,measurement_required,measurement_required,measurement_required,measurement_required,not_identifiable,unresolved,measurement_required,measurement_required,measurement_required,measurement_required,measurement_required
ps6,measurement_required,unresolved,not_identifiable,measurement_required,measurement_required,measurement_required,measurement_required,measurement_required,measurement_required,measurement_required,measurement_required,measurement_required,not_identifiable,unresolved,measurement_required,measurement_required,measurement_required,measurement_required,measurement_required,unresolved,measurement_required,measurement_required,measurement_required,measurement_required,measurement_required,measurement_required,measurement_required,measurement_required,measurement_required,measurement_required,measurement_required,unresolved,measurement_required,measurement_required,measurement_required,measurement_required,measurement_required
prb,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable
nuclei_hoechst,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable
nucleoli_npm1,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable
b-catenin,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable
c-myc,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable
er_cona,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable
microtubules_tubulin,not_identifiable,quantitative_proxy,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,quantitative_proxy,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,quantitative_proxy,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,quantitative_proxy,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable
nucleolus-dfc_fbl,not_identifiable,quantitative_proxy,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,quantitative_proxy,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,quantitative_proxy,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,quantitative_proxy,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable
plasma_membrane_wga,not_identifiable,quantitative_proxy,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,quantitative_proxy,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,quantitative_proxy,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,quantitative_proxy,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable,not_identifiable
microtubules_map4,unresolved,quantitative_proxy,unresolved,unresolved,unresolved,quantitative_proxy,unresolved,unresolved,unresolved,unresolved,unresolved,unresolved,unresolved,unresolved,unresolved,unresolved,unresolved,unresolved,unresolved,quantitative_proxy,unresolved,unresolved,unresolved,quantitative_proxy,unresolved,unresolved,unresolved,unresolved,unresolved,unresolved,unresolved,unresolved,unresolved,unresolved,unresolved,unresolved,unresolved
lipid_droplet_plin2,unresolved,unresolved,not_identifiable,unresolved,unresolved,unresolved,unresolved,unresolved,unresolved,unresolved,unresolved,unresolved,not_identifiable,unresolved,unresolved,unresolved,unresolved,unresolved,unresolved,unresolved,not_identifiable,unresolved,unresolved,unresolved,unresolved,unresolved,unresolved,unresolved,unresolved,unresolved,not_identifiable,unresolved,unresolved,unresolved,unresolved,unresolved,unresolved
cell_proliferation_marker_mki67,unresolved,quantitative_proxy,not_identifiable,unresolved,unresolved,quantitative_proxy,unresolved,unresolved,unresolved,unresolved,unresolved,unresolved,not_identifiable,unresolved,unresolved,unresolved,unresolved,unresolved,unresolved,quantitative_proxy,not_identifiable,unresolved,unresolved,quantitative_proxy,unresolved,unresolved,unresolved,unresolved,unresolved,unresolved,not_identifiable,unresolved,unresolved,unresolved,unresolved,unresolved,unresolved
