feature_name,phase172_position,aggregation,category,metric,op_units_corrected,organelle,source,unit,zscored_per_batch,official_feature_id,official_feature_name,official_feature_type,official_compartment,official_channel,official_unit,official_software,official_version,in_phase_446d_candidate_panel,in_phase_172d_harmonized_panel,plain_language_meaning
op_phase2d_vesicular_distance_from_cell_edge_std,59,std,localization,distance_from_cell_edge,True,phase2d_vesicular,organelle_profiler,um,none,op_phase2d_vesicular_distance_from_cell_edge_std,op_phase2d_vesicular_distance_from_cell_edge_std,correlation,phase2d_vesicular,,um,OrganelleProfiler,,True,True,"organelle_profiler localization feature for phase2d_vesicular; metric=distance_from_cell_edge, aggregated by std; unit=um. This is a numerical image descriptor, not a molecular endpoint."
op_phase2d_vesicular_distance_from_cell_edge_min,60,min,localization,distance_from_cell_edge,True,phase2d_vesicular,organelle_profiler,um,none,op_phase2d_vesicular_distance_from_cell_edge_min,op_phase2d_vesicular_distance_from_cell_edge_min,correlation,phase2d_vesicular,,um,OrganelleProfiler,,True,True,"organelle_profiler localization feature for phase2d_vesicular; metric=distance_from_cell_edge, aggregated by min; unit=um. This is a numerical image descriptor, not a molecular endpoint."
op_phase2d_vesicular_distance_from_cell_edge_max,61,max,localization,distance_from_cell_edge,True,phase2d_vesicular,organelle_profiler,um,none,op_phase2d_vesicular_distance_from_cell_edge_max,op_phase2d_vesicular_distance_from_cell_edge_max,correlation,phase2d_vesicular,,um,OrganelleProfiler,,True,True,"organelle_profiler localization feature for phase2d_vesicular; metric=distance_from_cell_edge, aggregated by max; unit=um. This is a numerical image descriptor, not a molecular endpoint."
op_phase2d_vesicular_distance_from_cell_edge_count,62,count,localization,distance_from_cell_edge,True,phase2d_vesicular,organelle_profiler,um,none,op_phase2d_vesicular_distance_from_cell_edge_count,op_phase2d_vesicular_distance_from_cell_edge_count,correlation,phase2d_vesicular,,um,OrganelleProfiler,,True,True,"organelle_profiler localization feature for phase2d_vesicular; metric=distance_from_cell_edge, aggregated by count; unit=um. This is a numerical image descriptor, not a molecular endpoint."
op_phase2d_vesicular_distance_from_nucleus_sum,63,sum,localization,distance_from_nucleus,True,phase2d_vesicular,organelle_profiler,um,none,op_phase2d_vesicular_distance_from_nucleus_sum,op_phase2d_vesicular_distance_from_nucleus_sum,correlation,phase2d_vesicular,,um,OrganelleProfiler,,True,True,"organelle_profiler localization feature for phase2d_vesicular; metric=distance_from_nucleus, aggregated by sum; unit=um. This is a numerical image descriptor, not a molecular endpoint."
op_phase2d_vesicular_distance_from_nucleus_mean,64,mean,localization,distance_from_nucleus,True,phase2d_vesicular,organelle_profiler,um,none,op_phase2d_vesicular_distance_from_nucleus_mean,op_phase2d_vesicular_distance_from_nucleus_mean,correlation,phase2d_vesicular,,um,OrganelleProfiler,,True,True,"organelle_profiler localization feature for phase2d_vesicular; metric=distance_from_nucleus, aggregated by mean; unit=um. This is a numerical image descriptor, not a molecular endpoint."
op_phase2d_vesicular_distance_from_nucleus_median,65,median,localization,distance_from_nucleus,True,phase2d_vesicular,organelle_profiler,um,none,op_phase2d_vesicular_distance_from_nucleus_median,op_phase2d_vesicular_distance_from_nucleus_median,correlation,phase2d_vesicular,,um,OrganelleProfiler,,True,True,"organelle_profiler localization feature for phase2d_vesicular; metric=distance_from_nucleus, aggregated by median; unit=um. This is a numerical image descriptor, not a molecular endpoint."
op_phase2d_vesicular_distance_from_nucleus_std,66,std,localization,distance_from_nucleus,True,phase2d_vesicular,organelle_profiler,um,none,op_phase2d_vesicular_distance_from_nucleus_std,op_phase2d_vesicular_distance_from_nucleus_std,correlation,phase2d_vesicular,,um,OrganelleProfiler,,True,True,"organelle_profiler localization feature for phase2d_vesicular; metric=distance_from_nucleus, aggregated by std; unit=um. This is a numerical image descriptor, not a molecular endpoint."
op_phase2d_vesicular_distance_from_nucleus_min,67,min,localization,distance_from_nucleus,True,phase2d_vesicular,organelle_profiler,um,none,op_phase2d_vesicular_distance_from_nucleus_min,op_phase2d_vesicular_distance_from_nucleus_min,correlation,phase2d_vesicular,,um,OrganelleProfiler,,True,True,"organelle_profiler localization feature for phase2d_vesicular; metric=distance_from_nucleus, aggregated by min; unit=um. This is a numerical image descriptor, not a molecular endpoint."
op_phase2d_vesicular_distance_from_nucleus_max,68,max,localization,distance_from_nucleus,True,phase2d_vesicular,organelle_profiler,um,none,op_phase2d_vesicular_distance_from_nucleus_max,op_phase2d_vesicular_distance_from_nucleus_max,correlation,phase2d_vesicular,,um,OrganelleProfiler,,True,True,"organelle_profiler localization feature for phase2d_vesicular; metric=distance_from_nucleus, aggregated by max; unit=um. This is a numerical image descriptor, not a molecular endpoint."
op_phase2d_vesicular_distance_from_nucleus_count,69,count,localization,distance_from_nucleus,True,phase2d_vesicular,organelle_profiler,um,none,op_phase2d_vesicular_distance_from_nucleus_count,op_phase2d_vesicular_distance_from_nucleus_count,correlation,phase2d_vesicular,,um,OrganelleProfiler,,True,True,"organelle_profiler localization feature for phase2d_vesicular; metric=distance_from_nucleus, aggregated by count; unit=um. This is a numerical image descriptor, not a molecular endpoint."
op_phase2d_vesicular_distance_from_nucleus_centroid_sum,70,sum,localization,distance_from_nucleus_centroid,True,phase2d_vesicular,organelle_profiler,um,none,op_phase2d_vesicular_distance_from_nucleus_centroid_sum,op_phase2d_vesicular_distance_from_nucleus_centroid_sum,correlation,phase2d_vesicular,,um,OrganelleProfiler,,True,True,"organelle_profiler localization feature for phase2d_vesicular; metric=distance_from_nucleus_centroid, aggregated by sum; unit=um. This is a numerical image descriptor, not a molecular endpoint."
op_phase2d_vesicular_distance_from_nucleus_centroid_mean,71,mean,localization,distance_from_nucleus_centroid,True,phase2d_vesicular,organelle_profiler,um,none,op_phase2d_vesicular_distance_from_nucleus_centroid_mean,op_phase2d_vesicular_distance_from_nucleus_centroid_mean,correlation,phase2d_vesicular,,um,OrganelleProfiler,,True,True,"organelle_profiler localization feature for phase2d_vesicular; metric=distance_from_nucleus_centroid, aggregated by mean; unit=um. This is a numerical image descriptor, not a molecular endpoint."
op_phase2d_vesicular_distance_from_nucleus_centroid_median,72,median,localization,distance_from_nucleus_centroid,True,phase2d_vesicular,organelle_profiler,um,none,op_phase2d_vesicular_distance_from_nucleus_centroid_median,op_phase2d_vesicular_distance_from_nucleus_centroid_median,correlation,phase2d_vesicular,,um,OrganelleProfiler,,True,True,"organelle_profiler localization feature for phase2d_vesicular; metric=distance_from_nucleus_centroid, aggregated by median; unit=um. This is a numerical image descriptor, not a molecular endpoint."
op_phase2d_vesicular_distance_from_nucleus_centroid_std,73,std,localization,distance_from_nucleus_centroid,True,phase2d_vesicular,organelle_profiler,um,none,op_phase2d_vesicular_distance_from_nucleus_centroid_std,op_phase2d_vesicular_distance_from_nucleus_centroid_std,correlation,phase2d_vesicular,,um,OrganelleProfiler,,True,True,"organelle_profiler localization feature for phase2d_vesicular; metric=distance_from_nucleus_centroid, aggregated by std; unit=um. This is a numerical image descriptor, not a molecular endpoint."
op_phase2d_vesicular_distance_from_nucleus_centroid_min,74,min,localization,distance_from_nucleus_centroid,True,phase2d_vesicular,organelle_profiler,um,none,op_phase2d_vesicular_distance_from_nucleus_centroid_min,op_phase2d_vesicular_distance_from_nucleus_centroid_min,correlation,phase2d_vesicular,,um,OrganelleProfiler,,True,True,"organelle_profiler localization feature for phase2d_vesicular; metric=distance_from_nucleus_centroid, aggregated by min; unit=um. This is a numerical image descriptor, not a molecular endpoint."
op_phase2d_vesicular_distance_from_nucleus_centroid_max,75,max,localization,distance_from_nucleus_centroid,True,phase2d_vesicular,organelle_profiler,um,none,op_phase2d_vesicular_distance_from_nucleus_centroid_max,op_phase2d_vesicular_distance_from_nucleus_centroid_max,correlation,phase2d_vesicular,,um,OrganelleProfiler,,True,True,"organelle_profiler localization feature for phase2d_vesicular; metric=distance_from_nucleus_centroid, aggregated by max; unit=um. This is a numerical image descriptor, not a molecular endpoint."
op_phase2d_vesicular_distance_from_nucleus_centroid_count,76,count,localization,distance_from_nucleus_centroid,True,phase2d_vesicular,organelle_profiler,um,none,op_phase2d_vesicular_distance_from_nucleus_centroid_count,op_phase2d_vesicular_distance_from_nucleus_centroid_count,correlation,phase2d_vesicular,,um,OrganelleProfiler,,True,True,"organelle_profiler localization feature for phase2d_vesicular; metric=distance_from_nucleus_centroid, aggregated by count; unit=um. This is a numerical image descriptor, not a molecular endpoint."
op_phase2d_vesicular_normalized_radial_position_sum,77,sum,localization,normalized_radial_position,False,phase2d_vesicular,organelle_profiler,ratio,none,op_phase2d_vesicular_normalized_radial_position_sum,op_phase2d_vesicular_normalized_radial_position_sum,correlation,phase2d_vesicular,,ratio,OrganelleProfiler,,True,True,"organelle_profiler localization feature for phase2d_vesicular; metric=normalized_radial_position, aggregated by sum; unit=ratio. This is a numerical image descriptor, not a molecular endpoint."
op_phase2d_vesicular_normalized_radial_position_mean,78,mean,localization,normalized_radial_position,False,phase2d_vesicular,organelle_profiler,ratio,none,op_phase2d_vesicular_normalized_radial_position_mean,op_phase2d_vesicular_normalized_radial_position_mean,correlation,phase2d_vesicular,,ratio,OrganelleProfiler,,True,True,"organelle_profiler localization feature for phase2d_vesicular; metric=normalized_radial_position, aggregated by mean; unit=ratio. This is a numerical image descriptor, not a molecular endpoint."
op_phase2d_vesicular_normalized_radial_position_median,79,median,localization,normalized_radial_position,False,phase2d_vesicular,organelle_profiler,ratio,none,op_phase2d_vesicular_normalized_radial_position_median,op_phase2d_vesicular_normalized_radial_position_median,correlation,phase2d_vesicular,,ratio,OrganelleProfiler,,True,True,"organelle_profiler localization feature for phase2d_vesicular; metric=normalized_radial_position, aggregated by median; unit=ratio. This is a numerical image descriptor, not a molecular endpoint."
op_phase2d_vesicular_normalized_radial_position_std,80,std,localization,normalized_radial_position,False,phase2d_vesicular,organelle_profiler,ratio,none,op_phase2d_vesicular_normalized_radial_position_std,op_phase2d_vesicular_normalized_radial_position_std,correlation,phase2d_vesicular,,ratio,OrganelleProfiler,,True,True,"organelle_profiler localization feature for phase2d_vesicular; metric=normalized_radial_position, aggregated by std; unit=ratio. This is a numerical image descriptor, not a molecular endpoint."
op_phase2d_vesicular_normalized_radial_position_min,81,min,localization,normalized_radial_position,False,phase2d_vesicular,organelle_profiler,ratio,none,op_phase2d_vesicular_normalized_radial_position_min,op_phase2d_vesicular_normalized_radial_position_min,correlation,phase2d_vesicular,,ratio,OrganelleProfiler,,True,True,"organelle_profiler localization feature for phase2d_vesicular; metric=normalized_radial_position, aggregated by min; unit=ratio. This is a numerical image descriptor, not a molecular endpoint."
op_phase2d_vesicular_normalized_radial_position_max,82,max,localization,normalized_radial_position,False,phase2d_vesicular,organelle_profiler,ratio,none,op_phase2d_vesicular_normalized_radial_position_max,op_phase2d_vesicular_normalized_radial_position_max,correlation,phase2d_vesicular,,ratio,OrganelleProfiler,,True,True,"organelle_profiler localization feature for phase2d_vesicular; metric=normalized_radial_position, aggregated by max; unit=ratio. This is a numerical image descriptor, not a molecular endpoint."
op_phase2d_vesicular_normalized_radial_position_count,83,count,localization,normalized_radial_position,False,phase2d_vesicular,organelle_profiler,ratio,none,op_phase2d_vesicular_normalized_radial_position_count,op_phase2d_vesicular_normalized_radial_position_count,correlation,phase2d_vesicular,,ratio,OrganelleProfiler,,True,True,"organelle_profiler localization feature for phase2d_vesicular; metric=normalized_radial_position, aggregated by count; unit=ratio. This is a numerical image descriptor, not a molecular endpoint."
op_phase2d_vesicular_dark_intensity_min_mean,84,mean,intensity,intensity_min,False,phase2d_vesicular_dark,organelle_profiler,AU,none,op_phase2d_vesicular_dark_intensity_min_mean,op_phase2d_vesicular_dark_intensity_min_mean,intensity,phase2d_vesicular_dark,,AU,OrganelleProfiler,,True,True,"organelle_profiler intensity feature for phase2d_vesicular_dark; metric=intensity_min, aggregated by mean; unit=AU. This is a numerical image descriptor, not a molecular endpoint."
op_phase2d_vesicular_dark_intensity_min_median,85,median,intensity,intensity_min,False,phase2d_vesicular_dark,organelle_profiler,AU,none,op_phase2d_vesicular_dark_intensity_min_median,op_phase2d_vesicular_dark_intensity_min_median,intensity,phase2d_vesicular_dark,,AU,OrganelleProfiler,,True,True,"organelle_profiler intensity feature for phase2d_vesicular_dark; metric=intensity_min, aggregated by median; unit=AU. This is a numerical image descriptor, not a molecular endpoint."
op_phase2d_vesicular_dark_intensity_min_std,86,std,intensity,intensity_min,False,phase2d_vesicular_dark,organelle_profiler,AU,none,op_phase2d_vesicular_dark_intensity_min_std,op_phase2d_vesicular_dark_intensity_min_std,intensity,phase2d_vesicular_dark,,AU,OrganelleProfiler,,True,True,"organelle_profiler intensity feature for phase2d_vesicular_dark; metric=intensity_min, aggregated by std; unit=AU. This is a numerical image descriptor, not a molecular endpoint."
op_phase2d_vesicular_dark_intensity_min_sum,87,sum,intensity,intensity_min,False,phase2d_vesicular_dark,organelle_profiler,AU,none,op_phase2d_vesicular_dark_intensity_min_sum,op_phase2d_vesicular_dark_intensity_min_sum,intensity,phase2d_vesicular_dark,,AU,OrganelleProfiler,,True,True,"organelle_profiler intensity feature for phase2d_vesicular_dark; metric=intensity_min, aggregated by sum; unit=AU. This is a numerical image descriptor, not a molecular endpoint."
op_phase2d_vesicular_dark_intensity_min_min,88,min,intensity,intensity_min,False,phase2d_vesicular_dark,organelle_profiler,AU,none,op_phase2d_vesicular_dark_intensity_min_min,op_phase2d_vesicular_dark_intensity_min_min,intensity,phase2d_vesicular_dark,,AU,OrganelleProfiler,,True,True,"organelle_profiler intensity feature for phase2d_vesicular_dark; metric=intensity_min, aggregated by min; unit=AU. This is a numerical image descriptor, not a molecular endpoint."
op_phase2d_vesicular_dark_intensity_min_max,89,max,intensity,intensity_min,False,phase2d_vesicular_dark,organelle_profiler,AU,none,op_phase2d_vesicular_dark_intensity_min_max,op_phase2d_vesicular_dark_intensity_min_max,intensity,phase2d_vesicular_dark,,AU,OrganelleProfiler,,True,True,"organelle_profiler intensity feature for phase2d_vesicular_dark; metric=intensity_min, aggregated by max; unit=AU. This is a numerical image descriptor, not a molecular endpoint."
op_phase2d_vesicular_dark_intensity_max_mean,90,mean,intensity,intensity_max,False,phase2d_vesicular_dark,organelle_profiler,AU,none,op_phase2d_vesicular_dark_intensity_max_mean,op_phase2d_vesicular_dark_intensity_max_mean,intensity,phase2d_vesicular_dark,,AU,OrganelleProfiler,,True,True,"organelle_profiler intensity feature for phase2d_vesicular_dark; metric=intensity_max, aggregated by mean; unit=AU. This is a numerical image descriptor, not a molecular endpoint."
op_phase2d_vesicular_dark_intensity_max_median,91,median,intensity,intensity_max,False,phase2d_vesicular_dark,organelle_profiler,AU,none,op_phase2d_vesicular_dark_intensity_max_median,op_phase2d_vesicular_dark_intensity_max_median,intensity,phase2d_vesicular_dark,,AU,OrganelleProfiler,,True,True,"organelle_profiler intensity feature for phase2d_vesicular_dark; metric=intensity_max, aggregated by median; unit=AU. This is a numerical image descriptor, not a molecular endpoint."
op_phase2d_vesicular_dark_intensity_max_std,92,std,intensity,intensity_max,False,phase2d_vesicular_dark,organelle_profiler,AU,none,op_phase2d_vesicular_dark_intensity_max_std,op_phase2d_vesicular_dark_intensity_max_std,intensity,phase2d_vesicular_dark,,AU,OrganelleProfiler,,True,True,"organelle_profiler intensity feature for phase2d_vesicular_dark; metric=intensity_max, aggregated by std; unit=AU. This is a numerical image descriptor, not a molecular endpoint."
op_phase2d_vesicular_dark_intensity_max_sum,93,sum,intensity,intensity_max,False,phase2d_vesicular_dark,organelle_profiler,AU,none,op_phase2d_vesicular_dark_intensity_max_sum,op_phase2d_vesicular_dark_intensity_max_sum,intensity,phase2d_vesicular_dark,,AU,OrganelleProfiler,,True,True,"organelle_profiler intensity feature for phase2d_vesicular_dark; metric=intensity_max, aggregated by sum; unit=AU. This is a numerical image descriptor, not a molecular endpoint."
op_phase2d_vesicular_dark_intensity_max_min,94,min,intensity,intensity_max,False,phase2d_vesicular_dark,organelle_profiler,AU,none,op_phase2d_vesicular_dark_intensity_max_min,op_phase2d_vesicular_dark_intensity_max_min,intensity,phase2d_vesicular_dark,,AU,OrganelleProfiler,,True,True,"organelle_profiler intensity feature for phase2d_vesicular_dark; metric=intensity_max, aggregated by min; unit=AU. This is a numerical image descriptor, not a molecular endpoint."
op_phase2d_vesicular_dark_intensity_max_max,95,max,intensity,intensity_max,False,phase2d_vesicular_dark,organelle_profiler,AU,none,op_phase2d_vesicular_dark_intensity_max_max,op_phase2d_vesicular_dark_intensity_max_max,intensity,phase2d_vesicular_dark,,AU,OrganelleProfiler,,True,True,"organelle_profiler intensity feature for phase2d_vesicular_dark; metric=intensity_max, aggregated by max; unit=AU. This is a numerical image descriptor, not a molecular endpoint."
op_phase2d_vesicular_dark_intensity_mean_mean,96,mean,intensity,intensity_mean,False,phase2d_vesicular_dark,organelle_profiler,AU,none,op_phase2d_vesicular_dark_intensity_mean_mean,op_phase2d_vesicular_dark_intensity_mean_mean,intensity,phase2d_vesicular_dark,,AU,OrganelleProfiler,,True,True,"organelle_profiler intensity feature for phase2d_vesicular_dark; metric=intensity_mean, aggregated by mean; unit=AU. This is a numerical image descriptor, not a molecular endpoint."
op_phase2d_vesicular_dark_intensity_mean_median,97,median,intensity,intensity_mean,False,phase2d_vesicular_dark,organelle_profiler,AU,none,op_phase2d_vesicular_dark_intensity_mean_median,op_phase2d_vesicular_dark_intensity_mean_median,intensity,phase2d_vesicular_dark,,AU,OrganelleProfiler,,True,True,"organelle_profiler intensity feature for phase2d_vesicular_dark; metric=intensity_mean, aggregated by median; unit=AU. This is a numerical image descriptor, not a molecular endpoint."
op_phase2d_vesicular_dark_intensity_mean_std,98,std,intensity,intensity_mean,False,phase2d_vesicular_dark,organelle_profiler,AU,none,op_phase2d_vesicular_dark_intensity_mean_std,op_phase2d_vesicular_dark_intensity_mean_std,intensity,phase2d_vesicular_dark,,AU,OrganelleProfiler,,True,True,"organelle_profiler intensity feature for phase2d_vesicular_dark; metric=intensity_mean, aggregated by std; unit=AU. This is a numerical image descriptor, not a molecular endpoint."
op_phase2d_vesicular_dark_intensity_mean_sum,99,sum,intensity,intensity_mean,False,phase2d_vesicular_dark,organelle_profiler,AU,none,op_phase2d_vesicular_dark_intensity_mean_sum,op_phase2d_vesicular_dark_intensity_mean_sum,intensity,phase2d_vesicular_dark,,AU,OrganelleProfiler,,True,True,"organelle_profiler intensity feature for phase2d_vesicular_dark; metric=intensity_mean, aggregated by sum; unit=AU. This is a numerical image descriptor, not a molecular endpoint."
op_phase2d_vesicular_dark_intensity_mean_min,100,min,intensity,intensity_mean,False,phase2d_vesicular_dark,organelle_profiler,AU,none,op_phase2d_vesicular_dark_intensity_mean_min,op_phase2d_vesicular_dark_intensity_mean_min,intensity,phase2d_vesicular_dark,,AU,OrganelleProfiler,,True,True,"organelle_profiler intensity feature for phase2d_vesicular_dark; metric=intensity_mean, aggregated by min; unit=AU. This is a numerical image descriptor, not a molecular endpoint."
op_phase2d_vesicular_dark_intensity_mean_max,101,max,intensity,intensity_mean,False,phase2d_vesicular_dark,organelle_profiler,AU,none,op_phase2d_vesicular_dark_intensity_mean_max,op_phase2d_vesicular_dark_intensity_mean_max,intensity,phase2d_vesicular_dark,,AU,OrganelleProfiler,,True,True,"organelle_profiler intensity feature for phase2d_vesicular_dark; metric=intensity_mean, aggregated by max; unit=AU. This is a numerical image descriptor, not a molecular endpoint."
op_phase2d_vesicular_dark_intensity_range_mean,102,mean,intensity,intensity_range,False,phase2d_vesicular_dark,organelle_profiler,AU,none,op_phase2d_vesicular_dark_intensity_range_mean,op_phase2d_vesicular_dark_intensity_range_mean,intensity,phase2d_vesicular_dark,,AU,OrganelleProfiler,,True,True,"organelle_profiler intensity feature for phase2d_vesicular_dark; metric=intensity_range, aggregated by mean; unit=AU. This is a numerical image descriptor, not a molecular endpoint."
op_phase2d_vesicular_dark_intensity_range_median,103,median,intensity,intensity_range,False,phase2d_vesicular_dark,organelle_profiler,AU,none,op_phase2d_vesicular_dark_intensity_range_median,op_phase2d_vesicular_dark_intensity_range_median,intensity,phase2d_vesicular_dark,,AU,OrganelleProfiler,,True,True,"organelle_profiler intensity feature for phase2d_vesicular_dark; metric=intensity_range, aggregated by median; unit=AU. This is a numerical image descriptor, not a molecular endpoint."
op_phase2d_vesicular_dark_intensity_range_std,104,std,intensity,intensity_range,False,phase2d_vesicular_dark,organelle_profiler,AU,none,op_phase2d_vesicular_dark_intensity_range_std,op_phase2d_vesicular_dark_intensity_range_std,intensity,phase2d_vesicular_dark,,AU,OrganelleProfiler,,True,True,"organelle_profiler intensity feature for phase2d_vesicular_dark; metric=intensity_range, aggregated by std; unit=AU. This is a numerical image descriptor, not a molecular endpoint."
op_phase2d_vesicular_dark_intensity_range_sum,105,sum,intensity,intensity_range,False,phase2d_vesicular_dark,organelle_profiler,AU,none,op_phase2d_vesicular_dark_intensity_range_sum,op_phase2d_vesicular_dark_intensity_range_sum,intensity,phase2d_vesicular_dark,,AU,OrganelleProfiler,,True,True,"organelle_profiler intensity feature for phase2d_vesicular_dark; metric=intensity_range, aggregated by sum; unit=AU. This is a numerical image descriptor, not a molecular endpoint."
op_phase2d_vesicular_dark_intensity_range_min,106,min,intensity,intensity_range,False,phase2d_vesicular_dark,organelle_profiler,AU,none,op_phase2d_vesicular_dark_intensity_range_min,op_phase2d_vesicular_dark_intensity_range_min,intensity,phase2d_vesicular_dark,,AU,OrganelleProfiler,,True,True,"organelle_profiler intensity feature for phase2d_vesicular_dark; metric=intensity_range, aggregated by min; unit=AU. This is a numerical image descriptor, not a molecular endpoint."
op_phase2d_vesicular_dark_intensity_range_max,107,max,intensity,intensity_range,False,phase2d_vesicular_dark,organelle_profiler,AU,none,op_phase2d_vesicular_dark_intensity_range_max,op_phase2d_vesicular_dark_intensity_range_max,intensity,phase2d_vesicular_dark,,AU,OrganelleProfiler,,True,True,"organelle_profiler intensity feature for phase2d_vesicular_dark; metric=intensity_range, aggregated by max; unit=AU. This is a numerical image descriptor, not a molecular endpoint."
op_phase2d_tubular_intensity_min_mean,108,mean,intensity,intensity_min,False,phase2d_tubular,organelle_profiler,AU,none,op_phase2d_tubular_intensity_min_mean,op_phase2d_tubular_intensity_min_mean,intensity,phase2d_tubular,,AU,OrganelleProfiler,,True,True,"organelle_profiler intensity feature for phase2d_tubular; metric=intensity_min, aggregated by mean; unit=AU. This is a numerical image descriptor, not a molecular endpoint."
op_phase2d_tubular_intensity_min_median,109,median,intensity,intensity_min,False,phase2d_tubular,organelle_profiler,AU,none,op_phase2d_tubular_intensity_min_median,op_phase2d_tubular_intensity_min_median,intensity,phase2d_tubular,,AU,OrganelleProfiler,,True,True,"organelle_profiler intensity feature for phase2d_tubular; metric=intensity_min, aggregated by median; unit=AU. This is a numerical image descriptor, not a molecular endpoint."
op_phase2d_tubular_intensity_min_std,110,std,intensity,intensity_min,False,phase2d_tubular,organelle_profiler,AU,none,op_phase2d_tubular_intensity_min_std,op_phase2d_tubular_intensity_min_std,intensity,phase2d_tubular,,AU,OrganelleProfiler,,True,True,"organelle_profiler intensity feature for phase2d_tubular; metric=intensity_min, aggregated by std; unit=AU. This is a numerical image descriptor, not a molecular endpoint."
op_phase2d_tubular_intensity_min_sum,111,sum,intensity,intensity_min,False,phase2d_tubular,organelle_profiler,AU,none,op_phase2d_tubular_intensity_min_sum,op_phase2d_tubular_intensity_min_sum,intensity,phase2d_tubular,,AU,OrganelleProfiler,,True,True,"organelle_profiler intensity feature for phase2d_tubular; metric=intensity_min, aggregated by sum; unit=AU. This is a numerical image descriptor, not a molecular endpoint."
op_phase2d_tubular_intensity_min_min,112,min,intensity,intensity_min,False,phase2d_tubular,organelle_profiler,AU,none,op_phase2d_tubular_intensity_min_min,op_phase2d_tubular_intensity_min_min,intensity,phase2d_tubular,,AU,OrganelleProfiler,,True,True,"organelle_profiler intensity feature for phase2d_tubular; metric=intensity_min, aggregated by min; unit=AU. This is a numerical image descriptor, not a molecular endpoint."
op_phase2d_tubular_intensity_min_max,113,max,intensity,intensity_min,False,phase2d_tubular,organelle_profiler,AU,none,op_phase2d_tubular_intensity_min_max,op_phase2d_tubular_intensity_min_max,intensity,phase2d_tubular,,AU,OrganelleProfiler,,True,True,"organelle_profiler intensity feature for phase2d_tubular; metric=intensity_min, aggregated by max; unit=AU. This is a numerical image descriptor, not a molecular endpoint."
op_phase2d_tubular_intensity_max_mean,114,mean,intensity,intensity_max,False,phase2d_tubular,organelle_profiler,AU,none,op_phase2d_tubular_intensity_max_mean,op_phase2d_tubular_intensity_max_mean,intensity,phase2d_tubular,,AU,OrganelleProfiler,,True,True,"organelle_profiler intensity feature for phase2d_tubular; metric=intensity_max, aggregated by mean; unit=AU. This is a numerical image descriptor, not a molecular endpoint."
op_phase2d_tubular_intensity_max_median,115,median,intensity,intensity_max,False,phase2d_tubular,organelle_profiler,AU,none,op_phase2d_tubular_intensity_max_median,op_phase2d_tubular_intensity_max_median,intensity,phase2d_tubular,,AU,OrganelleProfiler,,True,True,"organelle_profiler intensity feature for phase2d_tubular; metric=intensity_max, aggregated by median; unit=AU. This is a numerical image descriptor, not a molecular endpoint."
op_phase2d_tubular_intensity_max_std,116,std,intensity,intensity_max,False,phase2d_tubular,organelle_profiler,AU,none,op_phase2d_tubular_intensity_max_std,op_phase2d_tubular_intensity_max_std,intensity,phase2d_tubular,,AU,OrganelleProfiler,,True,True,"organelle_profiler intensity feature for phase2d_tubular; metric=intensity_max, aggregated by std; unit=AU. This is a numerical image descriptor, not a molecular endpoint."
op_phase2d_tubular_intensity_max_sum,117,sum,intensity,intensity_max,False,phase2d_tubular,organelle_profiler,AU,none,op_phase2d_tubular_intensity_max_sum,op_phase2d_tubular_intensity_max_sum,intensity,phase2d_tubular,,AU,OrganelleProfiler,,True,True,"organelle_profiler intensity feature for phase2d_tubular; metric=intensity_max, aggregated by sum; unit=AU. This is a numerical image descriptor, not a molecular endpoint."
op_phase2d_tubular_intensity_max_min,118,min,intensity,intensity_max,False,phase2d_tubular,organelle_profiler,AU,none,op_phase2d_tubular_intensity_max_min,op_phase2d_tubular_intensity_max_min,intensity,phase2d_tubular,,AU,OrganelleProfiler,,True,True,"organelle_profiler intensity feature for phase2d_tubular; metric=intensity_max, aggregated by min; unit=AU. This is a numerical image descriptor, not a molecular endpoint."
op_phase2d_tubular_intensity_max_max,119,max,intensity,intensity_max,False,phase2d_tubular,organelle_profiler,AU,none,op_phase2d_tubular_intensity_max_max,op_phase2d_tubular_intensity_max_max,intensity,phase2d_tubular,,AU,OrganelleProfiler,,True,True,"organelle_profiler intensity feature for phase2d_tubular; metric=intensity_max, aggregated by max; unit=AU. This is a numerical image descriptor, not a molecular endpoint."
op_phase2d_tubular_intensity_mean_mean,120,mean,intensity,intensity_mean,False,phase2d_tubular,organelle_profiler,AU,none,op_phase2d_tubular_intensity_mean_mean,op_phase2d_tubular_intensity_mean_mean,intensity,phase2d_tubular,,AU,OrganelleProfiler,,True,True,"organelle_profiler intensity feature for phase2d_tubular; metric=intensity_mean, aggregated by mean; unit=AU. This is a numerical image descriptor, not a molecular endpoint."
op_phase2d_tubular_intensity_mean_median,121,median,intensity,intensity_mean,False,phase2d_tubular,organelle_profiler,AU,none,op_phase2d_tubular_intensity_mean_median,op_phase2d_tubular_intensity_mean_median,intensity,phase2d_tubular,,AU,OrganelleProfiler,,True,True,"organelle_profiler intensity feature for phase2d_tubular; metric=intensity_mean, aggregated by median; unit=AU. This is a numerical image descriptor, not a molecular endpoint."
